Application Type,Signal Strength,Latency,Required Bandwidth,Allocated Bandwidth,Resource Allocation
6,0.8677093595308358,0.9200386597586149,0.0,0.011957567802192296,0.5546061422485379
10,0.2347897396309679,0.6936373814345942,0.0,0.1775225909736668,0.30890508601943967
3,0.5156957975902767,0.4243480604231594,0.7251861989538724,0.24621431213770612,0.546797905646205
7,0.3603231076262504,0.44420666359708194,0.579972267647672,0.05633640589194225,0.8942544109526248
8,0.39197711575271477,0.4145355939370613,0.0,0.6802874380167248,0.2196438204560256
4,0.28738861774030167,0.09923437299324589,1.0,0.0,0.33606425468894663
5,0.24918865830756054,1.0,0.4373771588323092,0.025134895432122516,0.07967852120875843
4,0.10300937718458764,0.9637426182630184,0.4219940896693775,0.0760220006657103,0.5893286315751887
4,0.4086636529548633,0.8275192369436535,0.4221104958851605,0.05761387409100965,0.3825501902199383
8,0.9861592041051851,1.0,0.9330634476509162,0.3875859061010678,0.6711342702758284
5,0.3339769300135502,0.34464130703106216,0.42404425277413604,0.01678328713767058,0.15087403833382762
8,0.1957865250507576,0.580344916317629,0.03924939085112198,0.07583390299701535,0.4344984992374732
5,0.5546475264549656,0.9474882862448641,1.0,0.14601547864682762,0.5605352039882726
0,0.2857960375660872,0.5161914751937435,0.008558415036243902,0.0,0.0
4,0.5956199144337355,0.331402354368535,0.53693527540003,0.0023232137684657712,0.0
4,0.7642251496518095,0.5727831051925819,0.37278583807060156,0.011270005054928561,0.0
7,0.24053669948507,0.12698466333958738,0.40660706326696716,1.0,0.736337696724904
4,0.26854614310577474,0.27041488833000554,0.3441263485966306,0.26489400320518575,0.417052934881346
8,0.11449930511247311,0.08131278660247596,0.49788045505267287,0.0192674230330344,0.5249435523945158
3,0.4361187419831553,0.6304856808474538,0.10431947978365276,0.0,0.0
2,0.08361740495881487,1.0,0.9066081985287823,0.0,0.0
4,0.8620709594732621,0.4971643066967894,0.08457686679678154,0.0,0.6330926156768124
10,0.5635124219386755,0.3928550841950623,0.9160126485860923,0.0,0.8420583387590994
3,0.4191441844544773,0.8933340723438005,0.4442274567999984,0.0,0.8378449592477243
4,0.653239876211696,0.19773531151455634,0.006149791690162498,0.2729733026140326,0.3363648667133873
3,0.3477762650313985,0.10934061897170547,0.012468028204558092,0.05940422467510817,0.2935053727541793
8,0.5790019888259512,0.395681811421684,0.38962965804452176,0.0,0.2020640673521371
7,0.5249710028611215,0.18700042989456211,0.47990349775142704,0.11277070130045952,0.37396638279493954
8,0.3039729866128961,0.08394594852910145,1.0,0.13028751110769027,0.5663245336138034
4,0.48539458328748175,0.8006243048728405,0.0637855555948768,0.03727222827536067,0.20944423411505209
2,0.37574925211861826,0.4401455914657869,0.36839616941968467,0.017355239417543952,0.9864295555899557
4,0.0,0.31524524061618164,0.2372233114668969,0.08825441850940774,0.06712222611080848
1,0.6940440418259451,0.9757667420357934,0.02633961533738205,0.0645888470086533,0.35383617319474664
7,0.1681614793942539,0.9713560464663877,0.8332844598279467,0.0,0.25259040974743496
7,0.40892820672805896,0.06323743771024606,0.4262276317158822,0.04354142464920979,0.5681112510863431
10,0.3641024593148119,0.20235405125498634,0.0,0.03921271071861221,0.5594622324517349
3,0.320593006813422,0.00019355102494172938,0.017927068818784118,0.6881633243430931,0.633721805095608
3,0.1620010852767525,0.24804141893035944,0.02350123626785018,0.04994402034756827,0.19199166196404394
2,0.4297971480061151,0.5521510539999053,0.7765411631711145,0.0,0.062169958810455395
6,0.8965352264644487,0.20016229541465097,0.09516119253655339,0.04218685212666283,0.7141285300454949
10,0.16905919356873597,0.5076620230138698,0.0,0.043027810953815304,0.6129679981645666
8,0.25040645459388294,0.2369883710840332,1.0,0.0,0.0
1,0.6423048051647609,0.1332279562173042,0.2188390103655004,0.03560535761146302,0.0
10,0.26260429470214236,0.0010657340380770819,0.506404462932387,0.027995883144445604,0.7705438999730296
8,0.4118317262818549,0.10717838285505815,0.4725751040788964,0.07141422798693778,0.6859777849721738
6,0.4143874874913656,0.2724515047680812,0.0,0.027505521304515435,0.5972739421726113
3,0.770025138703916,0.859307880238964,0.054897069887317865,0.0,0.0
2,0.6267303536238025,0.9920002151390993,0.028802017945424307,0.026427716173919903,1.0
8,0.8593183268747429,0.8412316757498092,0.738504570461814,0.0,0.9919230737555548
7,0.16803919071832357,0.18737851784641135,0.05131131209831019,0.06253568570118742,0.17149175663370886
6,0.22591980244609844,0.8391154091050392,1.0,0.42847385927200393,0.7580286246330565
6,0.6100164766113028,0.22010609547508422,0.4604648721745883,0.05746091248575854,0.0
4,0.7245748842794989,0.8388958318606414,0.03668195984473509,0.0,0.21734754917200255
10,0.3863448186789556,0.25353318836098593,0.1740204932247158,0.0,0.37846813487572745
5,0.4284107609758586,0.8598989548491485,0.40381360454650084,0.0,0.0
4,0.3766876856936525,0.0,0.7629700842882311,0.35346542476871234,0.9595907877926355
3,0.14132449113011347,0.21135832620553352,0.059751810150459495,0.0,0.4618362806231005
7,0.45330190896279643,0.31821713737971175,0.48562783681235333,0.011462725235273958,0.5577314363416348
6,0.504511815794489,0.37510234187339075,0.08147406454349422,0.3284746435733511,0.8100891816279674
1,0.19535590690103746,0.8986086649411313,0.0,0.0,0.9452989443767255
4,0.08231211595380555,0.5138323679991956,0.06092171931228446,0.0,0.0
8,0.41600698356750215,0.8498857301916535,0.575470275836305,0.0,0.20541996095543047
10,1.0,0.10819692913638382,0.09388358610805708,0.08935096961395927,0.39087661685692743
10,0.4540967035330081,0.5419281446321884,0.22197008052132314,0.0439034680531737,0.12122837256053703
7,0.5928324661698324,0.4110213600130029,0.04969706496110805,0.0,0.3542137120104389
6,0.8613454095429025,0.30921127874386123,0.29987249805298244,0.023458158514753875,0.6225863696095718
10,0.13821119451101016,0.48725717378195144,0.6708134905396745,0.0017275573317639022,1.0
3,0.5344195435694157,0.15007714921089282,0.047262111879469854,0.03993129852906099,0.04095256993935148
4,0.22282892144895883,0.0,0.06303958354253343,3.251423182189239e-05,1.0
10,0.9061778853397489,0.2725683257931778,0.05192259475231378,0.0,0.13449862551504665
4,0.9849568746731283,0.0,0.2016174985459039,0.026318820578386252,1.0
4,0.08050251172702705,0.37281498793921103,0.9244732444988983,0.0,0.2850925001735677
10,0.4307943231320512,0.5709775035714533,0.0801729817947893,0.7359588888772529,0.43421232528179704
5,0.6541569173827622,0.25134017328104147,0.0,0.03751461468810573,0.0
4,0.6132259504933397,0.6239750129622356,0.25210147866930765,0.00624632075032552,0.5170304942503919
5,0.48898294585904345,0.09113374388251996,0.0,0.4868944947934827,0.6297893199802747
4,0.2468454826321596,1.0,0.10992979893065169,0.0,0.5313587389405477
8,0.0,0.23476834212996275,1.0,0.012411736412337037,0.0
5,0.1984748392304284,0.3976658109555872,0.0,0.0,0.295012137610068
4,0.15699297582795788,0.4569161016561972,0.0,0.0,0.07039709023253105
2,0.36374053041685417,1.0,0.7797886008278336,0.22644696726553454,0.07749028334724822
1,0.6257939839659996,0.755436304278911,1.0,0.16553293783217415,0.21237454008508433
6,0.1617998177709069,0.3318466300705105,0.26363597478212175,0.05880216554155163,0.5836474782813708
4,0.2773934101620228,0.6067242422839372,0.15891582294339385,0.11315786795159988,0.25971479401203706
8,0.9034449877155949,0.11326647198935641,0.6854426665868452,0.000291477698855961,1.0
4,0.14888309933543697,0.94895494035268,0.9850559905087466,0.0,0.5947285933869766
1,0.9596587106237403,0.4781903881375905,1.0,0.0,0.6012391118223475
5,0.2336861796624756,0.9658293075390224,0.0,0.0,0.5698595279690977
3,0.35399561124744544,0.397221172289912,0.0,0.07954609410020341,0.22082724540669751
1,0.20126374029395952,0.9602569541630732,0.8773785490004841,0.057887102255879466,0.006722585655283053
5,0.14128509460674066,0.38699536757004604,0.538325573633804,0.0,0.8297562093575576
5,0.16981281295552925,0.6424551393721905,1.0,0.32929999907170776,0.0
8,0.3023917925658506,0.4304209400323348,0.0920044588627868,0.3722846392449323,0.7573911039911908
2,0.28671631467500647,0.9753673478335569,0.8700017423710048,0.06614670059601055,0.5688476035941571
10,0.3483263162990635,0.4208786542710218,0.5749986850589403,0.0,0.9509252793427132
4,0.29799544202203715,0.45316902698257366,0.0,0.7873784640843832,0.6149427137127567
5,0.24444734595958723,0.1472105897304779,0.0014304851279015839,0.05213019059295676,0.3878730996927021
7,0.4774056497645027,0.45022352784737724,0.9476095629126721,0.46657284867749327,0.11635681357322823
4,0.2945098219255372,0.42312193232107637,1.0,0.0,0.0380442461072813
9,0.8925177872853672,0.7391222986768458,1.0,0.0,0.0
5,0.9854202299208933,0.5586309550552391,0.0,0.901181685249721,0.0
3,0.43204926797610343,0.9338595154236131,0.19897378457983272,0.0,0.19091107400790774
4,0.28281790825002373,0.8901252380848117,0.343428268689186,0.007005712768311842,0.008497999121697908
1,0.39511114730202046,0.4850282370964865,0.0,0.058992200104814374,0.06681131079520802
1,0.9365836477391813,0.3406581067385132,0.3330199618534804,0.0,0.21944683830787165
6,0.0,0.3202885541329007,0.6409802767753519,0.22765644530781887,0.0
4,0.41046590150932216,0.38932720072700744,0.8254757989034324,0.004443138894791671,0.6504783277185024
5,0.13942798987000657,0.8514588118570356,1.0,0.0,0.6154554286046925
6,0.21788721221719742,0.20312878636595993,0.5170733250414625,0.014603096722600134,1.0
4,0.2810215328699647,0.4498715425906481,0.8451450446592499,0.4618557966043998,0.5323121115613725
10,0.39954305577408494,0.0,0.9453260071791061,0.9143658497813758,0.6327114668940121
3,0.3060663177837706,0.5507796954419101,0.6074341891785571,0.37064196832863244,0.29999490224240916
4,0.3866211092955414,0.5149770704236981,0.9681846189474009,0.11355703406257972,0.6061788286926447
1,0.2511998733912277,0.5872364166123116,0.0640617158916166,0.09942853573422433,0.0
7,0.7618743859661442,1.0,0.0,0.03343450731099499,0.0
8,0.9456328550012045,0.5008848679181034,0.3886800002870875,0.25221193323269375,0.2656687905022212
4,0.20999315147994763,0.9009648044898106,0.002971132733021114,0.3249878226922711,0.2605824361139211
4,0.21032176131800617,0.1813740271798288,0.0952579301945559,0.0,0.9549741884523187
6,0.30543681642017956,0.2020699882556472,0.5760482816608956,0.08686976502052876,0.3342974467904409
1,0.5481021736847719,0.5168584613830208,0.4145891875330768,0.0,0.04257995980049628
7,0.3753111065039798,0.3955723914892538,0.2677682707278267,0.0,0.07503176308279486
3,0.45503073124595333,0.1503336902795267,0.035747786193576415,0.313303891372381,1.0
5,0.21636280650928874,0.3951735663819019,0.0,0.0,0.34461058177799553
9,0.3588776782679494,0.2096886956523446,0.0,0.6699538346257055,1.0
8,0.4436466357709986,0.5205813437809104,0.08796636268975942,0.24742149163876906,0.0
3,0.443932430098252,0.20932280678421655,1.0,0.0,0.0
7,0.6635796258022629,0.10883206645202195,1.0,0.1765147186931201,0.0
6,0.1711992915169881,0.8462924049126175,1.0,0.2107500245978811,0.7953480739684677
7,0.7150294642901134,0.07056877818909649,0.14135490239676562,0.0,0.7869061481393168
4,0.663497896383451,0.8633550157259844,0.08182293661230876,0.12678878414955808,0.22606109908100008
2,0.4630691206507798,0.4636671492232276,0.09852697960074916,0.8233345731249988,0.18667666961920626
7,0.2163719364857723,0.12042569986823803,1.0,0.018728801477102763,0.5018514802346983
2,0.24334065884641798,0.41459679821123324,0.08673933744456976,0.042505703445085,0.2401545460071436
5,0.41644596946896084,0.9183242536357608,0.005564218066064556,0.09754791724010589,0.2118728847657817
4,0.1464039773005724,0.11800171104908869,1.0,0.0,0.5811315810785765
6,0.30932156850656806,0.38574555342728944,1.0,0.0,0.7700108886892929
3,0.08839615373045945,0.7771218835641225,0.30624858504492203,0.017234391623724876,0.663670208486427
6,0.902725159098607,0.14667171322262046,0.060393318919017405,0.0,0.5499721405566511
5,0.40728220474929344,0.8923385213061771,0.8513964789400019,0.21531010428492156,0.2869528374391599
2,0.4041454616661918,0.24355180304886584,0.617212542426093,0.04043183494372525,0.7601067192096588
6,0.3126268655132439,0.5015285368714073,0.16778374066543467,0.09771077558061436,0.17243766068180877
5,0.08998207740180647,0.09179852960416393,0.9177184253928231,0.21633442692777263,0.8003183500167377
4,0.17248682133304313,0.17512982709177194,0.8377180672895074,0.016936902942328358,0.29406870457567785
8,0.3447215840092317,0.3353201338485416,0.810043754265635,0.013242696518773321,1.0
0,0.6800459848761058,0.0,0.6520972781580859,0.19356830070184794,0.043918458506804425
4,0.23752817167024817,0.40508984859254554,0.0,0.0,0.6755965297926554
3,0.5792853530341197,0.8386952612520665,0.09030267224766389,0.02534864410201462,0.0
5,0.02981771903223579,0.18902520112529042,0.060042090058753356,0.06033912454709878,0.200560030495384
2,0.9297344937934495,1.0,0.32361709598050986,0.0806808755217098,0.27023343398653676
6,0.1474296589848985,0.38475466097604477,0.5555180541398168,0.0,0.380399578031832
0,0.3452619686626036,1.0,0.6821260939944417,0.5663099317698383,0.0
6,0.34249126768899607,0.9995778867856475,0.0,0.3455292094732544,0.8504569107488631
3,0.9286034216426746,0.1964343558016744,0.7531622464877458,0.0,0.4201565293302385
6,0.1874235948296824,0.4748610052829405,0.14808215707786376,0.0,1.0
6,0.2589771574620771,0.21459499211704025,0.05908515522739241,0.00036703482830149556,0.01711018479022211
10,0.46019898779993235,0.358690649457749,0.30019909469630773,0.035963173747404,0.41266534363394947
7,0.31471003113641843,0.39247991550744094,0.038092233551553195,0.0,0.0
8,0.6654578527008539,0.4240910053500878,0.654710540640546,0.0,0.06013261789080493
4,0.16590511534544683,0.35299807186112114,0.9947275235344938,0.0,0.8190111733689536
6,0.9464945884493134,0.3785610523412049,0.05901644189821037,0.3512509043752975,0.0
10,0.6337078255516715,0.032148870677257385,1.0,0.44029569933831714,0.9293157613500042
7,0.2739170892967966,0.2387260488468397,0.3071427443697276,0.0023890665254706137,0.30524289273691013
7,0.2763546751863156,0.41532788397145315,0.8763801826702742,0.0638482618893848,0.6863990484412095
3,0.6205107169061892,0.3627530374484346,0.49745901893051486,0.01707427417522417,0.3227668996560682
5,0.7206753462019365,0.5225556681900253,0.9736969864630249,0.0,0.47473523615442936
2,0.40486522931003543,0.6295600823878467,0.036225785069252725,0.9915728620237215,0.0
5,0.2791351115333338,0.3876668190357486,0.06586714848766057,0.16650651305770653,0.07325374022590253
8,0.9855301645000301,0.3133631073005453,0.9492718806957756,0.028810892061800035,0.23398440500573842
6,0.3347881645332418,0.21911737775500925,0.8867581942710473,0.07594453814939969,0.5415756331487991
9,1.0,0.29467837207076847,0.3965106899685123,0.0,0.0
4,0.8478101031904806,0.12666460467892016,0.9311374260552309,0.0,0.5021441477220603
10,0.43550344165984467,0.8120630019171837,0.29329828450428486,0.027892949552503443,0.12204813094595805
2,0.09690649837992549,0.4765703182458606,1.0,0.07735750273660519,0.4844947988517971
3,0.2701143942274693,0.8882868428416865,0.5703765995071006,0.30768244404899026,0.8438416288737868
8,0.18936304149854205,0.4913791004682274,0.0,0.42028057010750647,0.5911949963528245
4,0.18362325543639801,0.45799729353658664,0.2632184026729564,0.08920658606853824,0.851813465235846
10,0.14213778843937783,0.5217568025138802,0.9266521355393507,1.0,0.2633576019591992
10,0.07053686128848458,0.3088325567695161,0.5329303185098082,0.08275587332546738,1.0
8,0.4439636672091696,0.26300535323651975,0.1152558738668534,0.02234533184706817,0.598932610640909
2,0.25685215988478083,0.3328968386361145,0.2496188943198096,0.0402320993246221,0.7465300546968401
4,0.4420726785396663,0.06968691826566759,0.784668170762713,0.754770212343391,0.0
3,0.3816204678185682,0.0,0.8268249177622748,0.0,0.5246723580259283
5,0.259143255788997,0.42271702563895,0.16227708613345818,0.1089045735115359,0.8199697463611665
4,1.0,0.884674824872425,0.1055459484174089,0.0,0.0
4,0.5708887193286255,0.36840424043548786,1.0,0.12376613336819658,0.7615962635470721
9,0.11394504690918689,0.0,0.008451821304582371,0.0,0.7792317823888492
3,0.32425454057139613,0.0710002628686893,0.5144310988742109,0.0,0.9924643360807889
3,0.43040989598126894,0.825315719836901,0.011085618536559028,0.0,0.0
4,0.16717332895319498,0.3828999241258539,0.4572323047400012,0.0,0.19821082787745092
4,0.2418058385985757,1.0,0.09302899027760558,0.03975801121315173,0.01661715712871148
6,0.718309317635546,0.74463728692096,0.02968747400472148,0.18079520681990152,1.0
7,0.17489039280364965,0.3702479810486751,0.027859116415616645,0.02337847802200113,0.014670116934070832
2,0.47177729139260666,0.0,0.11581805037154903,0.0,0.577356155896136
8,0.154684198743953,0.39493502452514445,0.435587112806593,0.13754560674079191,0.36597976996331805
7,0.30776094943228494,0.16654091936052143,0.0,0.0,0.8407790627368048
4,0.36877357721786247,0.0,0.694149487081585,0.0,0.09916123087319503
5,0.42270438602460336,0.4063921809195467,1.0,0.02114287390115206,0.7109497955479045
2,0.5448907028071017,0.7929136532581293,0.4106864586590419,0.0,0.5008443824091422
8,0.02477875656145745,0.5666228990804072,0.050061393839662655,0.0,0.27163276988779284
4,0.3478911712927188,0.4979870899959621,0.0,1.0,0.0
4,0.27512770592959296,1.0,0.37605933754699006,0.07681598733476219,0.49227156055191207
5,0.6072548417508359,0.9629326533952732,0.5281920281573613,0.18670601753181643,0.7271457028955275
3,0.21431342559505218,1.0,1.0,0.0,0.0
6,0.49471578315491616,0.9864783257478467,0.7270741665546008,0.0,0.6509619590240695
6,0.2012608206231737,0.41072932836113807,0.8204411855033615,1.0,0.700637465711005
6,0.15583003493091319,0.15192449326192992,0.0,0.03754244925601704,0.45302999433375174
7,0.2048325362440716,0.023575591413495633,0.0,0.06357369535951046,0.899451723416197
3,0.22590135119522287,0.9530695002736193,0.7293732080599646,0.40915993636214076,1.0
5,0.6096736144588258,0.3174240124106577,0.2544687394895077,0.07800043233550233,0.0
8,0.40376596108491974,0.32724658465378925,1.0,0.0,0.7228469727274561
6,0.5077432829901627,0.3500004108353991,0.06701920380932687,0.0,0.3026503205941747
10,0.1737359239954435,0.20735143228123185,0.8031148184816662,0.0,1.0
6,0.42269712148177446,0.13564715805423389,0.4212478925962566,0.0,0.5360749552432339
0,0.1186387737045336,0.20693905692582248,0.7372113342916365,0.0,0.9157733811094919
6,0.4637417815378389,0.0,0.4403987150899966,0.5715682554392721,0.6287316619427833
7,0.0,0.30284461786605205,0.06958189569210023,0.0,0.6172261481759936
8,0.4275278777367964,0.3592142660524086,0.32453318280106114,0.0,0.5526947209932608
10,0.8244592790987249,0.41523085459540243,1.0,0.10340582269837773,0.38330022372844164
7,0.2386623632287378,0.5053997899816438,0.8301185321510024,0.0,0.3583126789724794
6,0.3187961252113193,0.8460227293378074,0.027629693424649306,0.01144913795304689,0.0146379999640881
6,0.2946442778500555,0.18828370787404541,0.7923160249937282,0.018987685003663123,0.14561569642719185
7,0.284280902604709,0.10157008574242996,1.0,0.016547659684833113,0.050846390224612126
4,0.741249401857092,0.15265123951956266,0.0,0.47320172567173513,0.8277043577448016
6,0.6192445983708006,0.191713207455734,1.0,0.0,0.11429075446898701
4,0.29885892629101246,0.23311434647837848,0.7929135359217816,0.6613906226620351,0.8663471723652132
9,0.0,0.41336362269215954,1.0,1.0,0.06352968846655788
8,0.3377932205320575,0.44736736344947076,0.7167037236146645,1.0,0.15306056421308345
8,0.18288432100636262,0.028378118457170837,0.3852130918087719,0.06864337096029774,1.0
6,0.3379207614425324,0.16809636687612733,0.9468303474000966,0.5144725222068989,0.4956634007820423
1,0.2993127709576055,1.0,0.04918284582939558,0.3023531378674926,0.0
6,0.5471285825193183,0.7967382936534335,0.0,0.02340919761758738,1.0
5,0.45359159237127056,0.4574522433820644,0.0656019301853037,0.0948992271850492,0.21860208869817882
0,0.2854889541205407,0.9008819136183658,0.9785359700619287,0.2942728123297179,0.0
3,0.20895905187750566,0.5424881761645495,0.04380245300158275,0.0,0.5345454584977205
1,0.45687064677312167,0.40472528046181644,1.0,0.4916492662069924,0.8102154039280685
4,0.46270811398457884,0.45295717728288876,0.24940860749981267,0.0,0.7948005420653291
3,0.552646669301075,0.877541563533323,0.034369918369189144,0.0,0.07218302033329471
10,0.33463565969762493,0.9505025961181389,0.7014860477217217,0.058473682815895094,0.15497807085186488
5,0.30099918898109945,0.28061540375737887,0.33999925109545737,0.0,0.0
7,0.9559263818673119,0.07047468567836962,0.2554057376240766,0.0,0.7408203581180265
8,0.4346813610798993,0.3441846006171936,0.6861331488701239,0.4856155754015464,0.7028692870008001
4,0.2529587172404192,0.03663689813639148,0.09124948238750628,1.0,0.8500715994439458
10,0.3590675526670979,0.902245305478934,0.0,0.37888848699955024,0.015160049764334382
9,0.17832943843543697,0.4332944161873279,0.21138657938856129,0.02128318819533721,0.8121945453544079
10,0.9345200319954072,0.32502029691349005,0.0,0.01880880126514138,0.36141885193026346
7,0.49067320990938745,0.01948277308858523,0.10891961963596045,0.0,0.23489359494901918
0,0.2947592240704303,0.6495006313823646,0.04212610846097163,0.0,0.09774848400054847
8,0.34788950469344176,0.23498626080945784,0.15084943820478114,0.09123803212787895,0.14872680152834056
8,1.0,0.5323571656225738,0.30960819332964706,0.2451760246379411,0.3565526945156684
7,0.36312059613457826,0.2909625559028676,0.5846073187855275,0.04571608131670085,0.7004283238078273
2,0.3024349356503539,0.371714869936674,0.0646359947169643,1.0,0.42122620028361185
5,0.3060842536527174,0.5503989927710342,0.2320671885870025,0.8648966335649507,0.20073978191668757
4,0.37993352053979335,0.38566623364663843,0.07887591510326292,0.048822266531990455,0.4727106615018166
7,0.3597303279971603,0.16868569972076813,0.04219149797440986,0.46289249938369414,0.12130795897010133
7,0.5192324950628308,0.15985556411669408,1.0,0.0,0.7118231650724702
10,0.6499281147990341,0.8048027476407328,0.025829779384368663,0.7816932274719145,1.0
4,0.4375878266655037,1.0,0.02764589812729331,0.006627427972740935,1.0
3,0.8991076630972392,0.9064492494049707,1.0,0.0031935410911624468,0.756104285286405
6,0.3890332448733139,0.5772615591907337,1.0,0.0,0.9291186998584344
7,0.4294765715378725,0.29866645099390476,0.6343360946354488,0.5263305103610982,0.33345403395082307
7,0.1355152045688173,0.25330081987598246,0.3039930833941841,0.29350878107881584,0.45803386699727355
9,0.21892155261825058,0.14158560252123964,0.897462873811492,0.022559690978700656,0.7144885388365958
7,0.34340801923762687,0.6146844773885065,0.915484276645469,0.0842375844034284,0.0
5,0.602658735506941,0.9794789751332675,0.7289323133074925,0.0,0.05808670544718206
4,0.5718187298982673,0.0019310196789819045,0.4105982328614076,0.0171866118508357,0.5411785956079407
4,0.11667387710384636,0.3095523158210906,1.0,0.0,0.6202445044265875
0,0.0,0.42898762490448994,0.8039537202591168,0.06941261991433798,0.18555344562729326
6,0.1908352240076508,0.8041576923970897,0.027819083107046602,0.0,0.0
7,0.08754350591481791,0.09033231040767459,0.45538553023896705,0.7662444833387388,0.44101290567642915
3,0.15868065302752282,0.5295141922095489,0.4753437809329526,0.0,0.6779151560938048
8,0.748031208424419,1.0,0.858945270016237,0.0,0.0
3,0.6513498764151637,0.9276389012405705,0.49831306208138476,0.026122287551435544,0.5316510360773982
10,0.13907798055364987,0.2337680574780525,0.04818527307910209,0.061959403185063926,1.0
0,0.6435300960667344,0.32702561137777697,0.08509653050425667,0.0,0.9839565181734214
2,0.1943862807700636,0.19027979581615084,0.049930618061754944,0.07792748702878306,0.6527665979307601
6,0.15464099545979693,0.21539310880514606,1.0,0.0,0.0
